,lon,lat
0,-73.0284423828125,21.046859741210938
1,-72.93980337277289,21.35403278264511
2,-72.85079419665576,21.66114762847902
3,-72.76140747169806,21.968203210600194
4,-72.67163571350318,22.275198449140692
5,-72.5814713334796,22.582132252153478
6,-72.49090663622013,22.889003515280326
7,-72.3999338168193,23.1958111214111
8,-72.30854495812733,23.50255394033401
9,-72.21673202793855,23.80923082837669
10,-72.12448687611229,24.115840628037663
11,-72.03180123162414,24.422382167608006
12,-71.93866669954527,24.728854260782853
13,-71.84507475794769,25.0352557062624
14,-71.7510167547332,25.341585287342102
15,-71.6564839043833,25.647841771491652
16,-71.56146728462801,25.954023909922526
17,-71.46595783303071,26.260130437143516
18,-71.3699463434865,26.566160070504033
19,-71.27342346263131,26.872111509724714
20,-71.17637968615901,27.177983436414934
21,-71.07880535504339,27.48377451357673
22,-70.9806906516623,27.789483385094847
23,-70.88202559582056,28.09510867521225
24,-70.78280004066855,28.4006489879908
25,-70.68300366851308,28.706102906756477
26,-70.5826259865172,29.01146899352875
27,-70.48165632228516,29.31674578843338
28,-70.38008381932914,29.62193180909838
29,-70.27789743241367,29.92702555003233
30,-70.17508592277379,30.2320254819845
31,-70.07163785320317,30.53693005128629
32,-69.96754158300752,30.84173767917325
33,-69.86278526281924,31.146446761086928
34,-69.75735682926866,31.451055665956154
35,-69.65124399950712,31.75556273545673
36,-69.54443426557715,32.05996628324893
37,-69.43691488862463,32.36426459419216
38,-69.32867289294775,32.66845592353564
39,-69.21969505987738,32.97253849608479
40,-69.10996792148325,33.2765105053419
41,-68.99947775410013,33.580370112620706
42,-68.88821057166814,33.88411544613346
43,-68.77615211888067,34.18774460005007
44,-68.66328786413399,34.49125563352774
45,-68.54960299227123,34.7946465697106
46,-68.43508239711446,35.09791539469774
47,-68.31971067377718,35.40106005647908
48,-68.20347211075021,35.704078463837284
49,-68.08635068175298,36.00696848521515
50,-67.96833003734245,36.30972794754655
51,-67.84939349627126,36.61235463505027
52,-67.72952403658668,36.91484628798483
53,-67.6087042864613,37.21720060136313
54,-67.48691651474643,37.51941522362543
55,-67.36414262123853,37.82148775526903
56,-67.24036412664883,38.12341574743314
57,-67.11556216226592,38.425196700437105
58,-66.98971745930052,38.72682806227048
59,-66.8628103379015,39.0283072270329
60,-66.73482069583176,39.32963153332197
61,-66.60572799679194,39.6307982625673
62,-66.47551125837977,39.931804637308275
63,-66.34414903967225,40.23264781941385
64,-66.21161942841736,40.53332490824185
65,-66.07790002782185,40.833832938735604
66,-65.94296794292033,41.13416887945523
67,-65.80679976651153,41.43432963054142
68,-65.66937156464593,41.73431202160871
69,-65.53065886164914,42.0341128095657
70,-65.39063662466447,42.333728676359286
71,-65.24927924769763,42.63315622663985
72,-65.10656053514592,42.93239198534432
73,-64.96245368479347,43.23143239519383
74,-64.81693127025366,43.53027381410255
75,-64.66996522283875,43.82891251249408
76,-64.52152681283661,44.12734467052173
77,-64.37158663017321,44.425566375188765
78,-64.22011456443877,44.72357361736464
79,-64.0670797842554,45.02136228869273
80,-63.912450715961924,45.31892817838543
81,-63.75619502159223,45.61626696990181
82,-63.5982795761215,45.91337423750291
83,-63.43867044395433,46.21024544267992
84,-63.27733285462777,46.506875930449446
85,-63.1142311777012,46.803260925510955
86,-62.94932889680428,47.099395528259954
87,-62.78258858281304,47.395274710651464
88,-62.613971866123144,47.69089331190702
89,-62.44343940798861,47.986246034058766
90,-62.27095087089283,48.281327437323775
91,-62.09646488791812,48.576131935301234
92,-61.919939031078556,48.870653789985
93,-61.741329778580166,49.16488710658367
94,-61.56059248097093,49.4588258281397
95,-61.3776813261427,49.75246372993922
96,-61.19254930314522,50.04579441370314
97,-61.00514816477197,50.33881130155027
98,-60.81542838887616,50.63150762972266
99,-60.62333913837418,50.92387644206251
100,-60.428828219892836,51.21591058322995
101,-60.231842041015625,51.50760269165039
102,-60.231842041015625,51.50760269165039
103,-60.83542001012407,51.725314151445055
104,-61.444782039554724,51.93988786314925
105,-62.059942526354945,52.15126989318082
106,-62.68091213117168,52.35940591748564
107,-63.30769759614475,52.56424125682039
108,-63.94030156178932,52.76572091449782
109,-64.57872238346619,52.96378961663885
110,-65.22295394808818,53.15839185496828
111,-65.87298549176094,53.34947193218222
112,-66.52880141910602,53.53697400990667
113,-67.19038112506249,53.72084215925625
114,-67.85769882001115,53.9010204139912
115,-68.53072335911023,54.07745282625891
116,-69.2094180767739,54.250083524893945
117,-69.89374062726479,54.41885677623614
118,-70.58364283240692,54.58371704741299
119,-71.27907053745571,54.74460907201685
120,-71.97996347618773,54.901477918091885
121,-72.68625514629174,55.05426905832953
122,-73.39787269615454,55.20292844235417
123,-74.11473682414073,55.347402570963546
124,-74.83676169146133,55.48763857217085
125,-75.56385484971374,55.623584278877836
126,-76.29591718415443,55.75518830799058
127,-77.03284287373285,55.882400140771765
128,-77.77451936887334,56.005170204206486
129,-78.52082738793854,56.12344995314161
130,-79.27164093324329,56.237191952942744
131,-80.02682732741357,56.34634996239798
132,-80.78624727079763,56.45087901658295
133,-81.54975492054027,56.55073550938977
134,-82.31719799182305,56.645877275410506
135,-83.08841788165572,56.736263670856474
136,-83.86324981547722,56.821855653186994
137,-84.64152301668963,56.9026158591153
138,-85.42306089910517,56.97850868065603
139,-86.20768128213838,57.049500338877344
140,-86.99519662842145,57.115558955022
141,-87.7854143033639,57.176654618665715
142,-88.57813685601958,57.232759452587125
143,-89.37316232046494,57.28384767403328
144,-90.1702845367362,57.32989565207575
145,-90.96929349021983,57.37088196076718
146,-91.76997566824308,57.40678742782487
147,-92.57211443247135,57.43759517858713
148,-93.37549040558787,57.46329067501031
149,-94.1798818706111,57.48386174949781
150,-94.98506518109741,57.499298633378615
151,-95.79081518038262,57.50959397988017
152,-96.59690562793773,57.514742881469935
153,-97.40310963085133,57.514742881469935
154,-98.20920007840641,57.50959397988017
155,-99.01495007769164,57.499298633378615
156,-99.82013338817794,57.48386174949781
157,-100.62452485320118,57.46329067501031
158,-101.42790082631771,57.43759517858713
159,-102.23003959054597,57.40678742782487
160,-103.03072176856921,57.37088196076718
161,-103.82973072205286,57.32989565207575
162,-104.62685293832412,57.28384767403328
163,-105.42187840276947,57.23275945258713
164,-106.21460095542514,57.176654618665715
165,-107.0048186303676,57.11555895502201
166,-107.79233397665068,57.049500338877344
167,-108.5769543596839,56.978508680656034
168,-109.35849224209943,56.9026158591153
169,-110.13676544331184,56.821855653186994
170,-110.91159737713335,56.736263670856474
